ORDERDATE,CITY,PRODUCTLINE,STATUS,QUANTITYORDERED,PRICEEACH,SALES,CITY_TOP,CITY_TOP_Madrid,CITY_TOP_Manchester,CITY_TOP_Melbourne,CITY_TOP_NYC,CITY_TOP_Nantes,CITY_TOP_New Bedford,CITY_TOP_Other,CITY_TOP_Paris,CITY_TOP_San Francisco,CITY_TOP_San Rafael,CITY_TOP_Singapore,PRODUCTLINE_Classic Cars,PRODUCTLINE_Motorcycles,PRODUCTLINE_Planes,PRODUCTLINE_Ships,PRODUCTLINE_Trains,PRODUCTLINE_Trucks and Buses,PRODUCTLINE_Vintage Cars,STATUS_Cancelled,STATUS_Disputed,STATUS_In Process,STATUS_On Hold,STATUS_Resolved,STATUS_Shipped,SALES_LOG1P,PRICEEACH_LOG1P,QUANTITYORDERED_YJ,SALES_LOG1P_STD,PRICEEACH_LOG1P_STD,QUANTITYORDERED_YJ_STD,SALES_MM,PRICEEACH_MM,QUANTITYORDERED_MM
2003-01-29,Stavern,Trucks and Buses,Shipped,36.0,100.0,4228.2,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.349768128858372,4.61512051684126,12.119023021201402,0.5922070188119795,0.7447315744112115,0.16315383770961095,0.4037724217954731,1.0,0.4471771939631053
2003-01-29,Stavern,Trucks and Buses,Shipped,35.0,100.0,3920.0,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.27410200229233,4.61512051684126,11.902530119204657,0.4446073811109665,0.7447315744112115,0.05555988642964223,0.366566288978947,1.0,0.41922861934041133
2003-01-29,Stavern,Trucks and Buses,Shipped,22.0,54.09,1189.98,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0825317766030516,4.008968211484625,8.805943150564206,-1.879752825877405,-1.3857916587415906,-1.4834006262023,0.03699624773373966,0.3144282173043037,0.055897149245388134
2003-01-29,Stavern,Vintage Cars,Shipped,41.0,47.29,1938.89,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.570386549418882,3.8772244998854504,13.166125611826143,-0.9281091910538508,-1.848848609780787,0.6835492136397722,0.12740521894601953,0.2128841501657558,0.5869200670765757
2003-01-29,Stavern,Trucks and Buses,Shipped,36.0,100.0,3680.28,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.211015796772463,4.61512051684126,12.119023021201402,0.3215470170980537,0.7447315744112115,0.16315383770961095,0.33762711260393835,1.0,0.4471771939631053
2003-01-29,Stavern,Classic Cars,Shipped,26.0,100.0,5404.62,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.595194432097925,4.61512051684126,9.823805373555334,1.070952728212605,0.7447315744112115,-0.9775373049564378,0.5457907176034478,1.0,0.1676914477361645
2003-01-29,Stavern,Vintage Cars,Shipped,46.0,100.0,4791.82,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.474874243687065,4.61512051684126,14.161377611660777,0.8362477548840137,0.7447315744112115,1.1781755694872693,0.4718130466431386,1.0,0.7266629401900462
2003-01-29,Stavern,Vintage Cars,Shipped,35.0,57.46,2011.1,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.606934231773801,4.0683427596831,11.902530119204657,-0.8568167261265033,-1.177100124820301,0.05555988642964223,0.13612246375679612,0.364752262342084,0.41922861934041133
2003-01-29,Stavern,Vintage Cars,Shipped,25.0,100.0,2539.5,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.840116191033786,4.61512051684126,9.57572149487329,-0.4019556903214443,0.7447315744112115,-1.1008315308182302,0.19991130405612273,1.0,0.13974287311347044
2003-01-29,Stavern,Trucks and Buses,Shipped,45.0,75.63,3403.35,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.132809304619144,4.3389886449823125,13.966075138951927,0.16899196463845623,-0.22582543446352146,1.0811129658652374,0.30419591740315766,0.636083982916704,0.6987143655673522
2003-01-29,Stavern,Trucks and Buses,Shipped,27.0,100.0,3394.98,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.130347658132388,4.61512051684126,10.068010317854855,0.16419010486206037,0.7447315744112115,-0.8561708553548468,0.3031854847890294,1.0,0.19564002235885858
2003-01-29,Stavern,Trucks and Buses,Shipped,31.0,100.0,3224.31,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.078784348641262,4.61512051684126,11.009728365329204,0.06360710762203703,0.7447315744112115,-0.388150126800217,0.2825820756787227,1.0,0.30743432084963496
2003-01-29,Stavern,Classic Cars,Shipped,42.0,100.0,5398.26,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.594017186124896,4.61512051684126,13.369046010543581,1.0686563098945303,0.7447315744112115,0.7843978201850537,0.5450229336816013,1.0,0.6148686416992699
2003-01-29,Stavern,Vintage Cars,Shipped,27.0,83.07,2242.89,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.715966245833243,4.431649785147205,10.068010317854855,-0.6441312550532686,0.09986286233439358,-0.8561708553548468,0.16410432464434516,0.7471851387271151,0.19564002235885858
2003-01-29,Stavern,Vintage Cars,Shipped,25.0,100.0,2873.0,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.96346006663897,4.61512051684126,9.57572149487329,-0.16135250130959153,0.7447315744112115,-1.1008315308182302,0.2401716716560951,1.0,0.13974287311347044
2003-01-29,Stavern,Classic Cars,Shipped,42.0,100.0,4460.82,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.403312033524356,4.61512051684126,13.369046010543581,0.6966535035001983,0.7447315744112115,0.7843978201850537,0.43185448089923806,1.0,0.6148686416992699
2003-01-31,Madrid,Classic Cars,Shipped,26.0,100.0,2921.62,Madrid,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.980235753238926,4.61512051684126,9.823805373555334,-0.12862867392854996,0.7447315744112115,-0.9775373049564378,0.24604111415297863,1.0,0.1676914477361645
2003-01-31,Madrid,Trains,Shipped,49.0,65.87,3227.63,Madrid,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.079813177633428,4.202750436065887,14.736931873780104,0.06561401339865784,-0.7046797863723091,1.464218006289084,0.282982868543586,0.4903383806707883,0.8105086640581285
2003-01-31,Madrid,Classic Cars,Shipped,24.0,100.0,3457.92,Madrid,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.148711680598014,4.61512051684126,9.323544176118064,0.2000122512526768,0.7447315744112115,-1.226160139275199,0.310783648317492,1.0,0.11179429849077627
2003-01-31,Madrid,Trucks and Buses,Shipped,35.0,47.62,1666.7,Madrid,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.419200710627534,3.884034968887977,11.902530119204657,-1.2230228604043005,-1.8249109586156838,0.05555988642964223,0.09454624006435089,0.21781202401218525,0.41922861934041133
2003-01-31,Madrid,Classic Cars,Shipped,38.0,100.0,5348.5,Madrid,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.58475837757866,4.61512051684126,12.544675977743431,1.0505954304893368,0.7447315744112115,0.3746974174111126,0.539015869538349,1.0,0.5030743432084936
2003-01-31,Madrid,Classic Cars,Shipped,23.0,100.0,4556.99,Madrid,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.42463701585851,4.61512051684126,9.067037908070397,0.7382515052659471,0.7447315744112115,-1.353640175122944,0.44346419469860643,1.0,0.0838457238680822
2003-01-31,Madrid,Trucks and Buses,Shipped,35.050383351588174,100.0,3772.61,Madrid,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.23578738195594,4.61512051684126,11.913498472712774,0.369868203397579,0.7447315744112115,0.06101100506720186,0.34877325875238047,1.0,0.42063676220201485
2003-01-31,Madrid,Trucks and Buses,Shipped,33.0,100.0,3705.24,Madrid,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.21777316459737,4.61512051684126,11.461717832632248,0.3347284113101418,0.7447315744112115,-0.16351766875873364,0.34064030233495873,1.0,0.3633314700950231
2003-01-31,Madrid,Classic Cars,Shipped,41.0,100.0,4615.78,Madrid,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.437452771382521,4.61512051684126,13.166125611826143,0.7632508141780773,0.7447315744112115,0.6835492136397722,0.4505613671459898,1.0,0.5869200670765757
2003-01-31,Madrid,Trains,Shipped,32.0,53.31,1705.92,Madrid,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.442445855849688,3.994708372046754,11.237179911736995,-1.1776792546350414,-1.4359125919706368,-0.2751098821684491,0.09928090758240463,0.30278051548547025,0.335382895472329
2003-01-31,Madrid,Classic Cars,Shipped,35.0,55.49,1942.15,Madrid,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.572065646603525,4.034063631337171,11.902530119204657,-0.9248338266686823,-1.2975854858555271,0.05555988642964223,0.1277987685663371,0.3353343487740048,0.41922861934041133
2003-01-31,Madrid,Classic Cars,Shipped,34.0,100.0,5958.5,Madrid,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.692741863922762,4.61512051684126,11.683463549954297,1.261235570079022,0.7447315744112115,-0.05331314156158311,0.6126555224198578,1.0,0.39128004471771716
2003-01-31,Madrid,Classic Cars,Shipped,44.0,39.6,1742.4,Madrid,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.4635925085774755,3.703768066607687,13.768958087112637,-1.1364291150697985,-2.45851875006123,0.9831485417366043,0.10368480026620369,0.09804975659289794,0.670765790944658
2003-02-11,Kobenhavn,Vintage Cars,Shipped,41.0,82.5,3382.5,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.12666595567228,4.42484663185681,13.166125611826143,0.15700831858731834,0.07595092466493444,0.6835492136397722,0.3016788899235192,0.7386733566287369,0.5869200670765757
2003-02-11,Kobenhavn,Ships,Shipped,39.0,81.14,3164.46,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.060053663669942,4.408425108528412,12.754015005493859,0.02706972370764169,0.018232036745622543,0.4787359930181514,0.27535693924436483,0.7183645432010273,0.5310229178311876
2003-02-11,Kobenhavn,Vintage Cars,Shipped,22.0,100.0,3065.04,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.028142105661074,4.61512051684126,8.805943150564206,-0.03517919287292162,0.7447315744112115,-1.4834006262023,0.2633548830321032,1.0,0.055897149245388134
2003-02-11,Kobenhavn,Ships,Shipped,31.0,65.77,2038.87,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.620641359317511,4.201253877869777,11.009728365329204,-0.8300786446204101,-0.7099399363022876,-0.388150126800217,0.13947487877404122,0.4888450855658094,0.30743432084963496
2003-02-11,Kobenhavn,Classic Cars,Shipped,50.0,100.0,7208.0,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.883085524404578,4.61512051684126,14.925497315272617,1.6325332246679565,0.7447315744112115,1.5579323994073224,0.7634960900845219,1.0,0.8384572386808227
2003-02-11,Kobenhavn,Classic Cars,Shipped,41.0,100.0,8690.36,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.070084707740442,4.61512051684126,13.166125611826143,1.9973069082616148,0.7447315744112115,0.6835492136397722,0.9424476898311338,1.0,0.5869200670765757
2003-02-11,Kobenhavn,Trains,Shipped,38.0,100.0,4330.1,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.373576830303879,4.61512051684126,12.544675977743431,0.63864993675917,0.7447315744112115,0.3746974174111126,0.4160738654489581,1.0,0.5030743432084936
2003-02-11,Kobenhavn,Ships,Shipped,22.0,100.0,2556.18,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.846660367807709,4.61512051684126,8.805943150564206,-0.389190161481544,0.7447315744112115,-1.4834006262023,0.20192492603983347,1.0,0.055897149245388134
2003-02-11,Kobenhavn,Ships,Shipped,25.0,56.78,1419.5,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.258764201294243,4.056642695038089,9.57572149487329,-1.5359815345996917,-1.2182238809048684,-1.1008315308182302,0.06470407253597554,0.3545978556282293,0.13974287311347044
2003-02-11,Kobenhavn,Ships,Shipped,41.0,70.67,2897.47,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.971938290545096,4.272072250005828,13.166125611826143,-0.144814284888535,-0.461025289213474,0.6835492136397722,0.24312570822332547,0.5620165457097632,0.5869200670765757
2003-02-11,Kobenhavn,Ships,Shipped,43.0,100.0,6341.21,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.754982567132865,4.61512051684126,13.569968697266269,1.3826466381617697,0.7447315744112115,0.8842535917456676,0.6588565577547466,1.0,0.6428172163219641
2003-02-11,Kobenhavn,Classic Cars,Shipped,29.0,100.0,4566.05,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.426622761231046,4.61512051684126,10.54555133395328,0.7421250390498793,0.7447315744112115,-0.6188396341166861,0.4445579246250104,1.0,0.2515371716042467
2003-02-11,Kobenhavn,Ships,Shipped,29.0,70.15,2034.35,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.618423073260072,4.264790324535862,10.54555133395328,-0.8344057885255426,-0.4866200304340364,-0.6188396341166861,0.13892922101826347,0.5542514111638743,0.2515371716042467
2003-02-11,Kobenhavn,Vintage Cars,Shipped,44.0,72.58,3193.52,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.069192120783482,4.2983732496766285,13.768958087112637,0.04489583719222042,-0.3685817063736534,0.9831485417366043,0.27886508401934296,0.5905384822148552,0.670765790944658
2003-02-11,Kobenhavn,Vintage Cars,Shipped,50.0,79.67,3983.5,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.290167112837803,4.390366758948883,14.925497315272617,0.47594510915059185,-0.045240019685717364,1.5579323994073224,0.3742320561231696,0.6964131051578413,0.8384572386808227
2003-02-17,Bergamo,Planes,Shipped,48.0,52.64,2526.72,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.835072989638792,3.9822950584134778,14.546755227281093,-0.4117933116262002,-1.4795432980859047,1.3697028667658944,0.1983684929678839,0.2927754382821134,0.7825600894354343
2003-02-17,Bergamo,Planes,Shipped,34.0,90.39,3073.26,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.030819500873159,4.51513606328411,11.683463549954297,-0.029956478545905836,0.39330306481862304,-0.05331314156158311,0.2643472075348672,0.8564943404115521,0.39128004471771716
2003-02-17,Bergamo,Vintage Cars,Shipped,31.0,52.6,1630.6,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.3973164074434035,3.9815490680767565,11.009728365329204,-1.265711912532501,-1.4821653284403995,-0.388150126800217,0.0901882212626747,0.2921781202401219,0.30743432084963496
2003-02-17,Bergamo,Planes,Shipped,50.0,64.83,3241.5,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.084099916190599,4.187075661479786,14.925497315272617,0.07397602539361875,-0.7597739782693014,1.5579323994073224,0.2846572652410721,0.47480811157901026,0.8384572386808227
2003-02-17,Bergamo,Planes,Shipped,28.0,88.63,2481.64,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.817077789092546,4.4956900853692705,10.308532382015233,-0.446896008189697,0.32495372856629784,-0.7366347457903012,0.19292640189919796,0.830212346563928,0.22358859698155265
2003-02-17,Bergamo,Vintage Cars,Shipped,41.0,100.0,4774.86,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.471329341409966,4.61512051684126,13.166125611826143,0.8293328206124855,0.7447315744112115,0.6835492136397722,0.4697656228515479,1.0,0.5869200670765757
